Date,Province,District,Rainfall_mm,Temp_Max_C,Temp_Min_C,Humidity_pct,Evapotranspiration_mm,WindSpeed_mps,SolarRadiation_Wm2,SoilMoisture_pct,NDVI,SPI,SPEI,PDSI,DroughtSeverity
17/07/2017,Northern,Mbala,19.3,29.8,21.2,55.4,5.3,2.3,183.9,18.2,0.3,1.83,2.13,1.62,No drought
18/07/2017,Central,Kabwe,2.8,34.9,25.1,46,6.8,1.7,242.3,16.7,0.39,1.61,1.16,1.99,No drought
19/07/2017,Lusaka,Lusaka,6.3,33.1,27,51.7,3.1,4.3,277.5,14.1,0.37,2.48,2.36,2.45,No drought
20/07/2017,Northern,Misamfu,5.4,29.7,20.6,59.9,6.9,3.2,207.5,31.3,0.38,-0.06,-0.11,0.17,No drought
21/07/2017,Luapula,Kawambwa,8.8,29.7,22.3,83.5,3.3,1.8,255.2,11.5,0.45,-1.34,-1.73,-1.54,Severe
22/07/2017,North-Western,Zambezi,0.5,28.6,21.1,60.4,5.7,1.2,183.5,21.8,0.51,-1.04,-0.93,-1.38,Moderate
23/07/2017,Lusaka,Mount Makulu,6.4,32.9,23.2,81.2,4.6,1.6,253.8,20.8,0.5,0.77,0.69,0.71,No drought
24/07/2017,Copperbelt,Ndola,17.8,25.4,18.1,68.2,6.4,1.8,273.4,30.7,0.55,-2.82,-2.53,-2.73,Severe
25/07/2017,Copperbelt,Ndola,4.5,32.7,25.4,73.8,5.4,3.4,248.3,27.3,0.43,0.68,0.86,0.45,No drought
26/07/2017,Copperbelt,Ndola,3.3,30.9,20,42.2,5.9,2.4,227.9,37.9,0.4,-1.48,-1.54,-1.49,Moderate
27/07/2017,Western,Sesheke,6.4,33,21.2,42.5,6.6,3.3,236.4,25,0.32,-1.88,-1.84,-2.12,Severe
28/07/2017,Lusaka,Mount Makulu,6.9,31.8,21.3,73.8,5.7,4.8,209.6,10,0.38,0.45,0.58,0.11,No drought
29/07/2017,North-Western,Solwezi,25.3,27.4,21.7,81.6,6.7,3.6,190.3,22.1,0.52,-0.57,-0.65,-0.49,Moderate
30/07/2018,Western,Kaoma,4.3,27.4,18.6,59,5.4,2.6,204,12.8,0.39,0.05,0.04,0.13,No drought
31/07/2018,Luapula,Kawambwa,8.9,35,25.2,55.8,3.5,3.5,192.8,27.4,0.51,-1.42,-1.21,-1.17,Moderate
01/08/2018,Eastern,Chipata,17.5,36.3,25.4,49.8,3.5,4.9,190.8,24.4,0.48,-1.52,-1.69,-1.49,Severe
02/08/2018,Lusaka,Mount Makulu,33.4,26.7,19.5,70.7,6.6,4.2,238.3,31.9,0.41,1.25,1.15,1.9,No drought
03/08/2018,North-Western,Solwezi,3.7,26.9,17.2,59.8,6,2.8,221.2,38,0.38,1.85,1.89,1.56,No drought
04/08/2018,Northern,Mbala,10.7,26.5,20.7,84.2,4.7,2.5,246,23.3,0.49,-2.53,-2.5,-2.38,Severe
05/08/2018,North-Western,Solwezi,5.3,31.5,25,42.9,5.2,3.4,267.2,27.3,0.4,-1.09,-1.05,-0.67,Moderate
06/08/2018,Northern,Misamfu,4.2,35.9,30.3,87,6,3.3,262.8,12.4,0.44,-2.08,-1.86,-1.95,Severe
07/08/2018,Central,Kabwe,15.6,31.3,22.2,86.8,5.7,2.9,261,38.5,0.31,-3.8,-3.92,-3.55,Severe
08/08/2018,Western,Mongu,3.2,26.1,18,42.4,6.3,4.3,238.8,20.6,0.54,-0.8,-0.55,-0.74,Moderate
09/08/2018,Eastern,Lundazi,12.6,31.7,22.7,49.2,3.2,3.4,256.4,25.7,0.37,-1.91,-2.03,-1.84,Severe
10/08/2018,Lusaka,Lusaka,7,21.2,13.5,82,3.6,3,186.2,12.1,0.47,3.08,3.28,3.13,No drought
11/08/2018,North-Western,Solwezi,8.8,28.8,17.2,82.1,4.2,1.3,197,13.8,0.34,0.2,-0.13,0.24,No drought
12/08/2018,Muchinga,Mpika,9.2,33.5,25.6,64.5,4.7,1.1,213.5,15.3,0.33,2.08,2.1,2.23,No drought
13/08/2018,Muchinga,Mpika,18,31.5,23.2,86.1,3.3,2.1,215,33.5,0.6,2.9,3,2.8,No drought
14/08/2018,Northern,Misamfu,12.8,33.7,25.8,68.9,6.3,4.2,266.6,11.8,0.51,-1.32,-1.37,-1.64,Severe
15/08/2018,Muchinga,Mpika,17.7,28.3,18.6,64.2,4.7,2.4,239.4,27.3,0.35,-1.76,-1.25,-2.17,Severe
16/08/2018,Northern,Misamfu,10.7,32.6,23.6,79.8,5.9,3.4,228.8,14,0.38,-1.62,-1.26,-2.06,Severe
17/08/2018,Southern,Livingstone,9.1,31.9,25.7,63.6,3.4,3.5,235.1,22.2,0.46,0.18,0.17,0.19,No drought
18/08/2018,Southern,Siavonga,9.6,26.2,19.3,49.9,4,2.2,235.5,27.6,0.43,0.43,0.28,0.49,No drought
19/08/2018,Central,Kabwe,9,33.2,21.7,41,3.6,4.5,225.9,26.9,0.5,0.91,1.01,0.97,No drought
20/08/2018,Lusaka,Chongwe,6.2,36.1,29.4,77.9,6,2.3,221.1,16.3,0.59,0,0.11,0.06,No drought
21/08/2018,Western,Kaoma,4.6,33.6,24.6,50.3,5,2.2,222.7,29.4,0.52,1.34,1.24,0.91,No drought
22/08/2018,Central,Serenje,4.9,29,17.3,58.8,4.4,1.2,228.6,13.3,0.37,0.56,0.76,0.38,No drought
23/08/2018,Copperbelt,Kitwe,13.9,30.4,23.1,65,5.6,3,192,19.4,0.54,0.55,0.52,0.65,No drought
24/08/2018,Eastern,Lundazi,14.4,33.1,23.4,52.6,6.5,1.7,185.4,31.5,0.44,1.31,1.24,1.62,No drought
25/08/2018,Lusaka,Chongwe,6.4,33.8,23,75.5,3.4,4.4,247.1,30.9,0.41,-0.23,-0.16,-0.05,No drought
26/08/2018,Luapula,Samfya,3.7,27.3,15.7,54.9,6.1,2.6,193.9,10.3,0.46,-1.26,-1.27,-1.19,Moderate
27/08/2018,Luapula,Kawambwa,2.6,29.5,19.9,69.8,4.7,2.7,258.5,15.9,0.55,-0.16,-0.36,0.39,No drought
28/08/2018,Eastern,Chipata,6.6,32.4,25,42.7,3.8,2.7,202,10,0.57,-0.18,-0.08,0.02,No drought
29/08/2018,Northern,Mbala,6.6,34.3,24.3,45.5,3.1,5,203.3,11.6,0.36,-2.21,-2.23,-2.35,Severe
30/08/2018,Central,Mkushi,17.6,30.8,22.4,89.3,6,2,233.8,39.8,0.56,-0.03,0.03,-0.2,No drought
31/08/2018,Western,Sesheke,5.4,27.7,22.2,49.4,5.2,2.2,221.7,21.3,0.56,-1.14,-1.14,-0.87,Moderate
01/09/2018,North-Western,Zambezi,6.5,31.4,25.5,71.7,3.5,1.3,270.9,15.7,0.55,-0.83,-0.99,-0.8,Moderate
02/09/2018,Southern,Livingstone,9.8,29.5,22.5,54.4,4.5,2.6,234.5,14.8,0.51,0.32,0.22,0.05,No drought
03/09/2018,Luapula,Kawambwa,8.4,26.2,20.9,53.7,6.8,4.8,215.2,11.3,0.35,-2.69,-2.58,-2.73,Severe
04/09/2018,Luapula,Samfya,5.3,26.5,20.5,86.9,6.7,4.5,242.5,34.2,0.32,0.73,0.48,0.4,No drought
05/09/2018,North-Western,Mwinilunga,20.1,28.2,21.1,72.1,5.4,3.8,216.3,34.7,0.36,-1.06,-0.78,-1.1,Moderate
06/09/2018,Eastern,Lundazi,14.6,25.8,18.1,44,3.6,2.2,189,37.3,0.3,0.89,0.68,0.88,No drought
07/09/2018,Western,Senanga,7,30.4,21.7,49.8,3.7,4.7,212.8,21.2,0.53,1.49,1.57,1.45,No drought
08/09/2018,North-Western,Solwezi,22.4,30.9,22.9,57.1,6.8,2.8,228.9,20.5,0.57,0.26,0.56,0.38,No drought
09/09/2018,Central,Serenje,17.3,34.2,23.6,82.3,4.6,1.2,220.2,30.2,0.44,1.07,0.92,1.46,No drought
10/09/2018,Eastern,Chipata,11.9,25.5,13.7,75.8,6.8,2.7,227.5,36.9,0.46,-0.14,-0.34,0.11,No drought
11/09/2018,Lusaka,Chongwe,7.4,32.9,24,47.7,5.9,3.4,253.1,33.1,0.59,0.69,0.32,0.95,No drought
12/09/2018,Muchinga,Isoka,9.7,28.2,17.2,57,6.5,1.4,257.7,35.4,0.35,-3.59,-3.83,-3.67,Severe
13/09/2018,Muchinga,Isoka,26.7,33.4,23.7,61.8,6.8,3.9,273,25.8,0.38,0.28,0.21,0.07,No drought
14/09/2018,Central,Serenje,19.3,31.1,20.8,69.6,3.8,3.7,242.3,28.1,0.45,0.29,-0.12,0.4,No drought
15/09/2018,Lusaka,Lusaka,8.9,24.9,16,57.4,6.7,4.7,230.2,19.8,0.52,-0.71,-0.72,-0.87,Moderate
16/09/2018,Copperbelt,Kafironda,6.9,30.1,20.8,51.8,4.9,2.7,187.5,13.2,0.55,0.71,0.57,0.53,No drought
17/09/2018,Lusaka,Lusaka,8.5,29.8,18.9,53.1,4.7,1.2,224.9,27.3,0.47,-0.87,-1.12,-1.21,Moderate
18/09/2018,Central,Mkushi,4.1,34.8,27.8,71.5,4.8,2.9,255.8,18.5,0.4,1.2,1.37,1.19,No drought
19/09/2018,Eastern,Chipata,32.2,29.7,20.5,44,5.7,4.7,237.6,13.8,0.47,0.59,0.49,1.02,No drought
20/09/2018,Eastern,Chipata,15,30.6,20.9,55,3.7,4,227.4,16.8,0.48,0.45,0.43,0.38,No drought
21/09/2018,Northern,Misamfu,7.7,35,29.9,41.7,4.8,4.3,268.5,12.6,0.46,-2.87,-2.91,-2.64,Severe
22/09/2018,Western,Kaoma,9.4,29.7,22.4,75,6.1,4.7,200.5,33.9,0.52,0.33,0.3,0.14,No drought
23/09/2018,Lusaka,Chongwe,3.1,29.1,18,49,6.8,1.9,212.6,32.7,0.42,2.03,1.81,2.67,No drought
24/09/2018,North-Western,Zambezi,14.2,28.2,19.1,84.2,3.6,3.4,246.5,22.6,0.51,-0.21,-0.18,-1,Moderate
25/09/2018,North-Western,Zambezi,9,31.9,21.3,83.2,4.8,2.9,218.6,39,0.51,2.46,2.31,2.45,No drought
26/09/2018,Northern,Misamfu,20.1,30,23,63.5,6.4,2.2,199.3,13.9,0.39,0.72,0.69,1.17,No drought
27/09/2018,Lusaka,Lusaka,5.6,35.4,23.5,42.5,3.4,3.9,208.2,15.5,0.31,-0.51,-0.53,-0.84,Moderate
28/09/2018,Copperbelt,Ndola,28.1,33.9,25.6,59.5,6.5,4.6,213.6,28.5,0.58,-3.64,-3.64,-3.47,Severe
29/09/2018,Western,Senanga,6.2,30.3,24.7,47.7,4.8,3,205.9,19.5,0.33,-0.94,-0.97,-0.81,Moderate
30/09/2018,Northern,Mbala,9.3,30.1,25,52.9,4.8,3.8,253.3,39.9,0.39,0.84,1.24,1.52,No drought
01/10/2018,Central,Serenje,6.4,35.6,27,89.5,5.4,2.5,257.2,15.1,0.42,0.63,0.46,0.06,No drought
02/10/2018,Lusaka,Lusaka,22.4,30.1,23.3,40.5,5.6,3,224.6,39,0.47,-2.31,-2.1,-2.25,Severe
03/10/2018,Luapula,Kawambwa,13,32.3,20.5,62.2,4.3,3.1,248.8,18.2,0.52,-0.44,-0.75,-0.81,Moderate
04/10/2018,Eastern,Msekera,1,36.3,24.4,52.1,5.7,3.9,240.7,12.7,0.5,-2.27,-2.24,-2.47,Severe
05/10/2018,Central,Mkushi,13.6,33.6,24.8,46.3,4.2,2,201.4,22.3,0.51,-2.29,-2.41,-2.66,Severe
06/10/2018,Muchinga,Isoka,7.9,30.1,19.7,82.9,6.4,2.4,248.7,19.4,0.32,-2.62,-2.96,-2.89,Severe
07/10/2018,Lusaka,Chongwe,14.3,32,22.7,85.8,3.6,4,236.8,18.2,0.44,-1.73,-1.56,-2.27,Severe
08/10/2018,Eastern,Msekera,16.1,27.2,18.7,56.1,4,2.9,193.3,37.8,0.56,-0.84,-0.96,-0.74,Moderate
09/10/2018,Lusaka,Lusaka,12.7,28.2,19.5,41.7,5.6,1.3,223.5,18.8,0.46,3.15,3.23,2.92,No drought
10/10/2018,North-Western,Zambezi,11.5,30.9,19.8,81.4,5.5,1.3,191.2,11.5,0.38,-1.16,-1.24,-1.35,Moderate
11/10/2018,North-Western,Solwezi,7.4,32.5,25.1,89.9,4.1,2.1,273.1,10.7,0.51,-2.04,-1.89,-1.89,Severe
12/10/2018,Luapula,Kawambwa,20.1,29.7,18.9,75.1,4.8,1.2,222.7,24.1,0.58,-0.58,-0.86,-0.27,Moderate
13/10/2018,Southern,Siavonga,8.6,33.8,26.9,55.8,3.5,3.6,184,27.9,0.56,1.42,1.39,1.71,No drought
14/10/2018,Central,Mkushi,7.8,29,20.1,49.6,3.4,4.6,262.1,32.8,0.31,0.75,0.71,1.1,No drought
15/10/2018,Muchinga,Isoka,0.9,33.4,28.3,42.5,5.3,4.3,212.7,20.5,0.48,0.44,0.59,0.86,No drought
16/10/2018,Muchinga,Chinsali,12.2,32.6,20.9,71.4,3.7,1.4,261.3,27.4,0.49,0.63,0.77,0.92,No drought
17/10/2018,Western,Senanga,11.6,26.4,16.4,48.8,3.9,3,271.5,16.4,0.34,0.43,0.43,0.92,No drought
18/10/2018,Copperbelt,Kafironda,13.5,23.5,11.6,54.6,4.2,2.4,236.5,17.6,0.57,-1.79,-1.69,-1.88,Severe
19/10/2018,Lusaka,Mount Makulu,4.4,26.4,20.1,55.2,3.4,1.6,190.5,22.7,0.54,1.59,1.36,1.75,No drought
20/10/2018,Central,Kabwe,2.6,29.8,18.6,68.5,6.3,5,196.4,30.8,0.5,-0.83,-1.05,-0.59,Moderate
21/10/2018,Copperbelt,Ndola,9.3,24.5,14.2,86.8,6.8,1.7,267.5,32.1,0.38,-0.9,-0.93,-0.97,Moderate
22/10/2018,Eastern,Lundazi,13.9,27,16.2,51.8,5.6,2.6,239.6,13.2,0.31,0.54,0.49,0.67,No drought
23/10/2018,Southern,Livingstone,4,28.2,21.3,80.8,4.5,1.4,214.2,39.4,0.49,-0.45,-0.69,-0.54,Moderate
24/10/2018,Eastern,Lundazi,7.3,29.4,19.4,76.6,3.7,2.4,243.7,12.1,0.41,1.79,1.82,1.79,No drought
25/10/2018,Western,Sesheke,7.7,34.9,27,47.2,3.4,1.1,267.4,17.1,0.36,1.97,1.79,2.31,No drought
26/10/2018,Muchinga,Chinsali,8.5,30.2,22,65.9,3,2.7,251.8,23.3,0.52,-0.46,-0.33,-0.63,Moderate
27/10/2018,Luapula,Samfya,11.3,31.2,23.1,64.4,3.8,3.5,215.9,39.9,0.44,1.26,1.81,1.08,No drought
28/10/2018,Muchinga,Isoka,6.1,29.3,17.6,66.7,5.5,3.2,192.9,21.3,0.33,0.94,0.76,1.57,No drought
29/10/2018,Lusaka,Lusaka,13.6,27.4,15.5,73.3,4.1,3.3,190.9,39,0.35,0.05,-0.2,0.27,No drought
30/10/2018,North-Western,Solwezi,14,34.4,24.6,50.6,4,2.1,221.1,17,0.31,-1.05,-1.3,-1.42,Moderate
31/10/2018,Western,Mongu,10.2,27,16.6,80.5,4.6,4.8,220.6,33.2,0.45,-2.17,-2.07,-2.01,Severe
01/11/2018,Luapula,Mansa,5.2,37.2,27.7,40.8,6.8,1.2,194.3,10.4,0.47,1.78,1.82,1.94,No drought
02/11/2018,Southern,Magoye,30.8,26.4,16.9,48.6,6.5,3.5,195.7,38.9,0.46,-0.07,-0.03,-0.27,No drought
03/11/2018,Luapula,Samfya,4.9,30.4,21.6,44.5,4.7,4.4,265.6,13,0.33,-1.63,-1.51,-1.74,Severe
04/11/2018,Western,Mongu,4.8,26.2,16.2,83.7,3.5,4.5,239.4,13.8,0.43,1,1.1,0.75,No drought
05/11/2018,Eastern,Chipata,10.2,23,12.1,64.6,4.9,3,264.7,35,0.42,1.17,1.15,0.54,No drought
06/11/2018,Eastern,Chipata,11.3,29.7,23.5,63,4.2,1.1,212.3,26.3,0.47,0.4,0.25,-0.21,No drought
07/11/2018,Muchinga,Chinsali,11,34.3,26.9,68.2,3.8,4,185.2,35.6,0.36,-0.63,-0.7,-0.37,Moderate
08/11/2018,Eastern,Lundazi,18.3,29.8,18.3,67.2,4.1,3.8,245.9,39.7,0.38,0.36,0.28,0.4,No drought
09/11/2018,Northern,Misamfu,22.1,27.6,22.5,45.1,4.6,4.7,243.7,34.1,0.44,0.11,-0.05,0.02,No drought
10/11/2018,North-Western,Mwinilunga,11.1,33.5,28.1,43.1,3.7,1.1,254.3,31.7,0.34,3.52,3.46,3.6,No drought
11/11/2018,Copperbelt,Kitwe,4,30.4,25,81.8,5,3.1,236.2,15.1,0.36,-0.78,-0.61,-1.29,Moderate
12/11/2018,Western,Mongu,6.9,33,22.5,86.9,5.8,1.6,204.3,35.3,0.36,2.06,2.1,1.93,No drought
13/11/2018,Central,Kabwe,7.3,28.3,19.8,46.2,4.6,2.4,257.3,34.1,0.35,-0.19,-0.47,-0.63,Moderate
14/11/2018,Northern,Misamfu,5.8,28.4,19.4,85.6,5.2,1.7,217.9,35.3,0.49,1.99,2.17,2.1,No drought
15/11/2018,North-Western,Solwezi,3.8,28.7,20.5,48.7,4.3,1.1,220,26.5,0.49,0.36,0.55,0.5,No drought
16/11/2018,Eastern,Chipata,6.7,32.9,25.4,86.4,3.3,3.2,239.1,29.6,0.38,-2.1,-1.9,-2.22,Severe
17/11/2018,Western,Senanga,5.7,29.4,17.6,62.6,3.6,2.6,275.2,19.6,0.56,1.59,1.52,1.84,No drought
18/11/2018,Southern,Siavonga,5.9,27,19.4,58.4,5.1,4.2,216.2,25.7,0.5,-3.13,-3.32,-3.42,Severe
19/11/2018,Northern,Kasama,10.3,23.7,18.1,49.7,6.8,2.6,226.7,11.6,0.31,1.02,1.08,1.55,No drought
20/11/2018,Southern,Magoye,8.7,32.2,22.6,81.2,4.7,1.3,207.4,39.4,0.48,-1.91,-2.02,-1.9,Severe
21/11/2018,Luapula,Samfya,9.2,29.8,23.1,63.5,4.8,3.3,215.7,14.9,0.45,-1.1,-1,-0.8,Moderate
22/11/2018,Northern,Mbala,7.2,32.1,26.9,52.3,4.8,3.5,235.7,32.3,0.38,3.59,3.42,3.63,No drought
23/11/2018,Muchinga,Isoka,5.4,33.4,23.6,84.1,3.8,4.5,186,36.7,0.4,-0.28,-0.25,-0.88,Moderate
24/11/2018,Eastern,Msekera,6.1,30.1,18.2,63.3,3.2,2,223.6,14.7,0.58,2.41,2.26,2.68,No drought
25/11/2018,Copperbelt,Ndola,13.3,27,21.1,66.5,4.1,1.1,252.3,11,0.48,0.2,0.3,0.21,No drought
26/11/2018,Muchinga,Chinsali,8.2,25.8,20.5,57.4,4.1,3.7,274.9,18,0.54,2.56,2.57,2.36,No drought
27/11/2018,Southern,Siavonga,18.6,26.9,18.2,46.3,5.4,2.9,242.3,10.3,0.36,0.07,0.2,0.07,No drought
28/11/2018,Northern,Misamfu,1.1,29.2,22.6,79,3.8,1.3,227.4,10.3,0.33,-0.1,0.02,0.1,No drought
29/11/2018,Western,Senanga,9.3,31.4,19.5,47.8,3.9,1.8,259.3,15.6,0.32,1.09,1.01,1.41,No drought
30/11/2018,Southern,Magoye,18.7,32.2,24,70.3,3.8,4.2,276.7,18.1,0.45,0.49,0.51,0.24,No drought
01/12/2018,Luapula,Mansa,8.4,32.4,24.8,42.6,6,4.8,204,19.7,0.36,1.46,1.23,1.54,No drought
02/12/2018,Muchinga,Chinsali,3.4,30.7,19.3,53.5,4.5,3.3,268.2,38.3,0.52,-0.67,-0.62,-0.86,Moderate
03/12/2018,Northern,Misamfu,0.4,33.1,22.9,53.6,3.5,2,272.1,27.4,0.46,-0.51,-0.85,-0.14,Moderate
04/12/2018,Lusaka,Lusaka,20.9,31.1,24.4,41.8,3.4,3.9,200,21.1,0.45,0.76,0.65,0.86,No drought
05/12/2018,Lusaka,Chongwe,26.3,31.5,25.5,73.3,5.1,3.6,213.8,37.2,0.48,-0.15,-0.32,0.08,No drought
06/12/2018,Eastern,Msekera,14.8,31.3,20.2,56,3.7,2,221.8,17.5,0.4,-0.62,-0.77,-1.11,Moderate
07/12/2018,Central,Kabwe,18.6,27.5,21.6,57.3,6.2,2,186.3,14,0.56,-2,-1.86,-1.61,Severe
08/12/2018,Northern,Mbala,2,26.2,20.7,79.5,3.9,3.7,260.3,26.9,0.52,-1.83,-1.56,-2.01,Severe
09/12/2018,Lusaka,Mount Makulu,20.1,29.5,20.7,73.1,6.6,1.4,203.2,31.3,0.55,-0.39,-0.17,-0.43,No drought
10/12/2018,Western,Mongu,6.7,33.7,28.1,56.9,3.4,4.8,260.7,23.8,0.37,-0.29,-0.18,-0.22,No drought
11/12/2018,Western,Mongu,17.5,30.6,18.6,74,3.3,5,220.8,18.6,0.47,-0.81,-0.86,-0.73,Moderate
12/12/2018,Northern,Mbala,5.4,27.6,16.3,88.8,3.9,4.5,212.8,13.4,0.56,-1.58,-1.49,-2.09,Severe
13/12/2018,Lusaka,Lusaka,6.7,23.4,16.2,76.5,6.5,4.8,260.5,35.5,0.47,-0.81,-0.63,-1.3,Moderate
14/12/2018,Northern,Kasama,8.7,27.2,21.4,51,4.9,2.7,260,32.2,0.43,-1.86,-2.09,-2.19,Severe
15/12/2018,Western,Sesheke,12.9,28.3,21.8,73.8,4.6,4.7,188.9,25.3,0.58,2.03,1.73,1.63,No drought
16/12/2018,Central,Kabwe,9,30.4,23.1,71.4,4.1,4.6,243.4,12.2,0.57,-2.84,-2.78,-3.2,Severe
17/12/2018,Central,Kabwe,1.8,33.5,25.5,49.6,3.8,4.1,206.6,33,0.36,-0.57,-0.97,-0.74,Moderate
18/12/2018,Luapula,Mansa,7.2,32,20.7,80.3,3,2.3,222.2,16.9,0.36,0.16,0.09,0.37,No drought
19/12/2018,Copperbelt,Ndola,5,28.1,21.9,59,6.6,3.5,221.2,38,0.31,0.48,0.2,0.35,No drought
20/12/2018,Eastern,Chipata,4.9,29.2,23.3,87.4,4.9,2.3,256.6,24.9,0.39,0.44,0.49,0.34,No drought
21/12/2018,Luapula,Kawambwa,7.3,34.9,29.9,81,4.4,3.2,247.7,31.1,0.59,-3.58,-3.43,-3.54,Severe
22/12/2018,Muchinga,Chinsali,6.1,36.2,27,43,4.7,3.2,223.6,32.5,0.55,0.25,-0.03,0.1,No drought
23/12/2018,Central,Mkushi,7,29.6,20.5,73.4,6.6,2.4,242.2,11.2,0.36,0.76,0.89,0.39,No drought
24/12/2018,Copperbelt,Kitwe,14.2,28.2,21.9,65.2,6.5,2,187.9,20.7,0.52,1.97,2.01,1.92,No drought
25/12/2018,Northern,Misamfu,2.6,32.9,23.8,62.3,6.3,2.1,224.9,26.1,0.5,-0.74,-0.47,-1.03,Moderate
26/12/2018,Northern,Kasama,7.9,25.6,16.9,86.5,4.9,3,192,34.1,0.37,0.05,0.19,0.38,No drought
27/12/2018,Western,Sesheke,6.3,28.9,20.9,71.2,3.3,3,198.3,27.2,0.49,2.47,2.55,2.82,No drought
28/12/2018,Copperbelt,Ndola,18.6,34.6,29,44.5,6.7,3.8,192.7,20.7,0.48,0.61,0.55,0.64,No drought
29/12/2018,Southern,Choma,7,32.9,21.5,60.4,3.8,3.1,270.8,34.1,0.32,0.99,1.34,1.3,No drought
30/12/2018,Muchinga,Chinsali,11.1,29.5,21.3,73.6,3.6,2.9,253.9,36,0.49,-1.22,-1.15,-1.44,Moderate
01/01/2019,Southern,Livingstone,20.1,25.7,17.2,60.6,3.1,3.3,239.1,11.4,0.57,1.26,1.22,0.92,No drought
02/01/2019,Lusaka,Lusaka,12,34.2,23.7,48.5,3.6,2.7,180.9,34.8,0.44,-1.86,-1.53,-2.2,Severe
03/01/2019,Lusaka,Mount Makulu,0.3,29.2,22.8,75.1,3.8,3.3,271.4,33.9,0.53,-0.18,-0.26,-0.91,No drought
04/01/2019,Central,Serenje,0.4,25.4,20.2,66,3,4.6,196,28.3,0.57,-2.22,-2.33,-2.19,Severe
05/01/2019,Copperbelt,Kitwe,5.2,29.7,20,46.1,3.5,3.8,263.5,31.7,0.55,1.64,1.69,1.3,No drought
06/01/2019,Southern,Magoye,9.9,30.7,25.6,44.1,5.9,4.7,252.8,36,0.51,1.58,1.53,1.97,No drought
07/01/2019,Western,Sesheke,1.6,33.5,22.5,89.2,6.9,1.5,208.4,38.6,0.3,4.2,4.39,3.79,No drought
08/01/2019,Copperbelt,Ndola,6.3,22.9,15,47.9,6.8,4.9,181.1,31.4,0.49,1.97,1.8,1.95,No drought
09/01/2019,North-Western,Zambezi,5.8,35.2,25.5,81.4,4.6,2.2,208.7,14.5,0.43,-1.1,-1.16,-1.17,Moderate
10/01/2019,North-Western,Kasempa,0.7,22.9,12.5,56.9,3.8,1.8,271.7,23.9,0.53,1.5,1.36,1.72,No drought
11/01/2019,Copperbelt,Kitwe,12.2,34.1,22.2,44.9,6.5,4.1,241.2,26.3,0.47,1.8,2.02,1.93,No drought
12/01/2019,Central,Serenje,10.2,27.1,16.4,76.1,5.8,2.5,256.3,31.7,0.49,-2.89,-3.03,-3.35,Severe
13/01/2019,Western,Mongu,2.5,32.7,22.7,43.3,5.3,2.8,245.3,35.8,0.36,1.19,1.47,1.43,No drought
14/01/2019,Southern,Siavonga,12.6,29.6,22,68,3.9,2.6,276,27.3,0.39,-1,-0.72,-0.8,Moderate
15/01/2019,Eastern,Msekera,12.2,28.6,20.1,43.9,5.2,3.9,182.7,34,0.33,3.04,3.07,2.49,No drought
16/01/2019,North-Western,Kasempa,2.5,33.9,22.6,47,5,4.2,201.9,16.5,0.59,0.23,0.22,0.38,No drought
17/01/2019,North-Western,Zambezi,15.8,29.6,23,89.9,5.2,4.2,223.7,38.8,0.47,-2.98,-2.51,-2.16,Severe
18/01/2019,Central,Mkushi,6.2,30.5,22.9,56.3,6.7,2.3,195.2,21.2,0.53,-0.04,-0.08,-0.26,No drought
19/01/2019,Eastern,Chipata,12.5,30.9,19.2,54,5.7,4.1,237.7,32,0.36,-0.36,-0.02,-0.68,No drought
20/01/2019,Lusaka,Mount Makulu,0.5,28.4,16.9,66.1,4.3,1.4,272.3,32.7,0.46,1.12,1.02,0.23,No drought
21/01/2019,North-Western,Mwinilunga,21.4,32.5,21.6,43,6.4,3.4,187.6,37.2,0.42,-0.92,-0.84,-1.31,Moderate
22/01/2019,Western,Mongu,20.6,25.2,13.2,89.1,4.4,2.5,238.7,20.5,0.48,0.33,0.23,0.17,No drought
23/01/2019,North-Western,Mwinilunga,9.6,28.6,22.2,86.6,3.1,2.6,249.5,12,0.56,0.99,0.94,1.1,No drought
24/01/2019,North-Western,Solwezi,11.6,33.1,27.2,68.4,6,4,223,20,0.35,1.85,1.8,2.5,No drought
25/01/2019,Lusaka,Mount Makulu,19.2,28.2,16.5,74.3,6,1.4,257.2,33.3,0.48,-0.34,-0.57,-0.71,Moderate
26/01/2019,North-Western,Kasempa,19.7,30,20.1,86.8,6,4.1,193.8,16,0.6,-1.64,-1.77,-1.34,Severe
27/01/2019,Southern,Magoye,4,26.7,17,52.9,4.6,2.1,247.6,10.5,0.54,0.49,0.38,0.23,No drought
28/01/2019,Eastern,Lundazi,1,33.8,26.2,43.3,5.2,3.5,241,12.1,0.37,-0.65,-0.48,-0.4,Moderate
29/01/2019,Lusaka,Lusaka,2.3,31.2,20.5,61.5,4.2,3.2,183.4,37.8,0.38,-1.98,-1.98,-2.47,Severe
30/01/2019,Luapula,Kawambwa,5.3,29.8,19.5,80.6,4.8,3.4,189.5,34,0.43,-0.53,-0.47,-0.11,Moderate
31/01/2019,Western,Senanga,0.1,33.6,23.6,53.8,4.9,1.1,183.2,32.7,0.49,0.05,-0.07,-0.54,No drought
01/02/2019,Northern,Mbala,1.6,32.9,27.7,51.8,3.5,1.7,195.3,13,0.36,-0.18,-0.32,-0.85,No drought
